Season,Episode,Seasonnum,Episodenum,Airdate,Airyear,Host,HostClean,MusicalGuest,Description,Gender,GenderNum,Profession
S40,Ep18,40,18,04/11/2015,2015,Taraji P. Henson,Taraji P. Henson,Mumford & Sons,"Taraji P. Henson makes her hosting debut alongside second-time musical guest Mumford & Sons. Sketches include Hillary Election Video Cold Open, Taraji P. Henson's I Made It Monologue, Depend Legends, Teacher Trial, Home 2, QVC, Game of Thrones, Weekend Update: Cecilia Gimenez on Lucille Ball Statue, Weekend Update: Jacob the Bar Mitzvah Boy Explains Passover, Hollywood Game Night with Taraji P. Henson, Vlog with Taraji P. Henson, Sesame Street Promo, Their Own League, and Connectatron",F,1,Actor
S40,Ep19,40,19,05/02/2015,2015,Scarlett Johansson,Scarlett Johansson,Wiz Khalifa,"Scarlett Johansson hosts for the fourth time alongside musical guest Wiz Khalifa in his SNL debut. Sketches include Mayweather-Pacquiao Cold Open, Scarlett Johansson Monologue, Right Side of the Bed with Scarlett Johansson, Orioles, Black Widow Trailer, Girlfriends Talk Show: Prom Queen Camden, Weekend Update: Ruth Bader Ginsburg on Marriage Equality, Weekend Update: Game of Thrones's Samwell Tarly and Gilly, Weekend Update: Charles Barkley and Shaquille O'Neal on the NBA Playoffs, Dino Bones, Blazer, Virgin Flight, and Jingle Writers.",F,1,Actor
S40,Ep20,40,20,05/09/2015,2015,Reese Witherspoon,Reese Witherspoon,Florence + the Machine,"Reese Witherspoon makes her second appearance as host alongside musical guest Florence + the Machine. Sketches include 2016 Republicans Cold Open, Mother's Day Apologies Monologue with Reese Witherspoon, The L.A. Scene, Picture Perfect, Mr. Westerberg, Weekend Update: Leslie Jones on Social Media, Weekend Update: Colin Jost and Michael Che Read Their Mothers' Jokes, Weekend Update: Two Girls You Wish You Hadn't Started a Conversation with at a Party, Weekend Update: Willie on Graduation, High School Theatre Show, Southern Ladies, Waterslide, and Whiskers R' We Spring ...",F,1,Actor
S40,Ep21,40,21,05/16/2015,2015,Louis C.K.,Louis C.K.,Rihanna,"Louis C.K. returns as host for the third time while Rihanna makes her fifth appearance as musical guest. Sketches include Summertime Cold Open, Louis C.K. Monologue, The Shoemaker & The Elves, This Is How I Talk, Wood PSA #1, Weekend Update: Tom Brady, Weekend Update: Pete Davidson on Turning 21, Weekend Update: Riblet Interrupts Cut Jokes, Cabana, Police Lineup, Wood PSA #2, and Forgotten TV Gems: Whoops! I Married a Lesbian.",M,0,Comedian
S41,Ep1,41,1,10/03/2015,2015,Miley Cyrus,Miley Cyrus,None,"Miley Cyrus serves as host and musical guest for the season 41 premiere. Sketches include Donald and Melania Trump Cold Open, Miley Cyrus Monologue, Abilify for Candidates, 50's Dance, Hillary Clinton Bar Talk, Weekend Update: Pope Francis, Weekend Update: Pete Davidson's Trumpdate, Weekend Update: Leslie Jones on Texting Etiquette, Millennials, Katz' Deli, The Squad, American Voices, and Miley Wedding Tape.",F,1,Musician
S41,Ep2,41,2,10/10/2015,2015,Amy Schumer,Amy Schumer,The Weeknd,"Amy Schumer makes her hosting debut alongside The Weeknd, who serves as musical guest for the first time. Sketches include Fox & Friends: Speaker of the House Cold Open, Amy Schumer Monologue, Delta Flight, Porn Teacher, Guns, Weekend Update: Colin Jost and Michael Che Talk Gun Control, Weekend Update: Solomon, Weekend Update Presents The Weeknd Update, Weekend Update: Mrs. Santini on Overcrowded Apartments, Ford's Theatre, Hands-free Selfie-Stick, City Council Meeting, and Baby Shower.",F,1,Comedian
S41,Ep3,41,3,10/17/2015,2015,Tracy Morgan,Tracy Morgan,Demi Lovato,"Tracy Morgan returns to SNL for his second hosting stint while Demi Lovato makes her first appearance as musical guest. Sketches include Democratic Debate Cold Open, Tracy Morgan Monologue, Family Feud-Extended Family, Brian Fellow's Safari Planet: A Beaver and a Camel, Mitchell's Fake Cocaine, Weekend Update: Colin Jost and Michael Che on Presidential Candidates, Weekend Update: Tina Fey on Playboy, Weekend Update: Willie on Halloween, Good Morning Song, Standoff, Yo! Where Jackie Chan at Right Now?, and Astronaut Jones: The Martian.",M,0,Comedian
S41,Ep4,41,4,11/07/2015,2015,Donald Trump,Donald Trump,Sia,"Donald Trump hosts for the second time alongside musical guest Sia, also making her second appearance. Sketches include MSNBC Forum Cold Open, Donald Trump Monologue, White House 2018, Bad Girls, Live Tweeting, Hotline Bling Parody, Weekend Update: Leslie Jones on Gender Roles, Weekend Update: Drunk Uncle on Donald Trump, Rock Band, Crocker Family Dinner, Toots Intro, and Porn Stars: Donald Trump.",M,0,Other
S41,Ep5,41,5,11/14/2015,2015,Elizabeth Banks,Elizabeth Banks,Disclosure,"Elizabeth Banks makes her SNL hosting debut alongside musical guest Disclosure, who performs with special guests Lorde and Sam Smith. Sketches include SNL Paris Opening, Elizabeth Banks Monologue, Aron's List, Black Jeopardy with Elizabeth Banks, First Got Horny 2 U, High School Theatre Show with Elizabeth Banks, Weekend Update: Pete Davidson on Transgender Rights, Weekend Update: Bruce Chandling on Women, Weekend Update: Olya Povlatsky on Russia's Track Team, Young Ben Carson, Walk-On Role, Uber for Jen, and So Ghetto.",F,1,Actor
S41,Ep6,41,6,11/21/2015,2015,Matthew McConaughey,Matthew McConaughey,Adele,"Matthew McConaughey hosts SNL for the first time in a decade alongside musical guest Adele, who makes her second appearance on the show. Sketches include Fox & Friends: Syrian Refugee Crisis Cold Open, Matthew McConaughey Monologue, A Thanksgiving Miracle, Blues Shack, 3D Printer Man, Star Wars Auditions, Weekend Update: Colin Jost and Michael Che on the Syrian Refugee Crisis, Weekend Update: Laura Parsons, Weekend Update: Colin Jost and Michael Che Exchange Jokes, Weekend Update: David Ortiz on Retirement, Should You Chime In on This?, Right Side of the Bed with ...",M,0,Actor
S41,Ep7,41,7,12/05/2015,2015,Ryan Gosling,Ryan Gosling,Leon Bridges,"Ryan Gosling makes his hosting debut alongside first-time musical guest Leon Bridges. Sketches include Donald and Melania Trump Christmas Cold Open, Ryan Gosling Canada Monologue, Settl, Close Encounter, Santa Baby, Birthday Party, Weekend Update: Jill Davenport, Weekend Update: Anthony Crispino and Angelo Skaggs, Hometown Bar, Nespresso, The Wiz, and Santa & the Elves.",M,0,Actor
S41,Ep8,41,8,12/12/2015,2015,Chris Hemsworth,Chris Hemsworth,Chance The Rapper,"Chris Hemsworth hosts for the second time while Chance The Rapper makes his musical guest debut. Sketches include Bush Cold Open, Chris Hemsworth Returns Monologue, Star Wars Toy Commercial, On the Record, Time to Bleed, Brother 2 Brother: Wrestling Meet, Christmas Sing Along, Weekend Update: Michael Che and Colin Jost on Donald Trump, Weekend Update: Angela Merkel on TIME Person of the Year, Weekend Update: Leslie Jones on Breaking Bad, Brunch, Pirate Ship, Male Strippers, and Aron's List.",M,0,Actor
S41,Ep9,41,9,12/19/2015,2015,Tina Fey & Amy Poehler,Tina Fey & Amy Poehler,Bruce Springsteen and the E Street Band,"Tina Fey and Amy Poehler host SNL alongside musical guest Bruce Springsteen and the E Street Band. Sketches include GOP Debate Cold Open, Tina Fey & Amy Poehler Christmas Mash-up Monologue, A Hillary Christmas, Meet Your Second Wife, Hoverboards, Movie Set with Tina Fey & Amy Poehler, Weekend Update: Deenie, Weekend Update: Tina Fey & Amy Poehler Return, Special Offer, Tina & Amy's Dope Squad, Bronx Beat 2015,",F,1,Comedian
S41,Ep10,41,10,01/16/2016,2016,Adam Driver,Adam Driver,Chris Stapleton,"Adam Driver makes his SNL hosting debut alongside first-time musical guest Chris Stapleton. Sketches include Republican Debate Cold Open, Adam Driver Monologue, NFL Playoff Game, Undercover Boss: Starkiller Base, Aladdin, America's Funniest Cats, Weekend Update: Pete Davidson on Guns, Weekend Update: Laura Parsons on El Chapo, Awareness Seminar, Fred Armisen Remembers David Bowie, Golden Globes, and Porn Doctor.",M,0,Actor
S41,Ep11,41,11,01/23/2016,2016,Ronda Rousey,Ronda Rousey,Selena Gomez,"Ronda Rousey hosts for the first time alongside musical guest Selena Gomez. Sketches include Palin Endorsement Cold Open, Ronda Rousey Monologue, Screen Guild Awards, Love Struck, Bland Man, Weekend Update: Leslie Jones on The Revenant, Weekend Update: Willie on Winter, Teacher's Trial with Ronda Rousey, Super Crew, At the Club, City Council with Ronda Rousey, Football Party, and Settl.",F,1,Sports
S41,Ep12,41,12,02/06/2016,2016,Larry David,Larry David,The 1975,"Larry David makes his hosting debut alongside first-time musical guest The 1975. Sketches include Message from Ted Cruz Cold Open, Larry David Monologue, FBI Simulator, Bern Your Enthusiasm, Steam Ship, Totinos, Weekend Update: Sturdy Barbie, Weekend Update: Jon Rudnitsky, Weekend Update: Derek Zoolander & Hansel, Songwriting Class, Peyton & Cam, and Last Call with Larry David.",M,0,Comedian
S41,Ep13,41,13,02/13/2016,2016,Melissa McCarthy,Melissa McCarthy,Kanye West,"Melissa McCarthy hosts alongside musical guest Kanye West. Sketches include Hillary Clinton Cold Open, Melissa McCarthy Five-Timers Monologue, The Day Beyoncé Turned Black, Test Screening, Movie Night, Weekend Update: Rachel from Friends, Weekend Update: Von Miller, Weekend Update: Leslie Jones on Her Perfect Man, Pick-Up Artist, Kyle vs. Kanye, Bus, and Whiskers R We with Melissa McCarthy.",F,1,Actor
S41,Ep14,41,14,03/05/2016,2016,Jonah Hill,Jonah Hill,Future,"Jonah Hill returns for his fourth hosting appearance alongside first-time musical guest Future. Sketches include CNN Election Center Cold Open, Jonah Hill Monologue with Future, Voters for Trump Ad, Fond Du Lac News, The Champ, School Auction, Weekend Update: Girl You Wish You Hadn't Started a Conversation With at a Party on the Presidential Primaries, Weekend Update: Vanessa Bayer and Flossie Dickey, Weekend Update: Jay Pharoah on Katt Williams and Kevin Hart's Feud, Murder Mystery, Inside SoCal: Newer One, and Silver Star Catering.",M,0,Actor
S41,Ep15,41,15,03/12/2016,2016,Ariana Grande,Ariana Grande,None,"Ariana Grande returns to SNL and pulls double duty as host and musical guest. Sketches include Carson Endorsement, Ariana Grande Monologue, Hillary Campaign Ad, Kids' Choice Awards, This Is Not a Feminist Song, Mermaids, Weekend Update: The Drunkest Contestant on The Bachelor, Weekend Update: Riblet's New Moves, Tidal, Celebrity Family Feud, and Sound of Music.",F,1,Musician
S41,Ep16,41,16,04/02/2016,2016,Peter Dinklage,Peter Dinklage,Gwen Stefani,"Peter Dinklage hosts SNL for the first time alongside musical guest Gwen Stefani. Sketches include At This Hour Cold Open, Peter Dinklage Monologue, Winnie the Pooh, Naked & Afraid: Celebrity Edition, Mafia Meeting, Trendy Restaurant, Game of Thrones Sneak Peek, Weekend Update: Pete Davidson on Hulk Hogan, Weekend Update: David Ortiz's Post-Retirement Plans, Undersea Hotel, Vacation Nightmares, and Corporate Magic Show.",M,0,Actor
S41,Ep17,41,17,04/09/2016,2016,Russell Crowe,Russell Crowe,Margo Price,"Russell Crowe hosts SNL with musical guest Margo Price. Sketches include Hillary Clinton Addresses Her Losing Streak Cold Open, Russell Crowe Monologue, Preparation H Ad, Politics Nation: Voter I.D. Disaster, Interactive Museum Exhibit, Match Finders, Weekend Update: Deenie on The People v. O.J., Weekend Update: Bruce Chandling on Sports, 100 Days in the Jungle, Pogie Pepperoni's, Shanice Goodwin, and Oprah.",M,0,Actor
S41,Ep18,41,18,04/16/2016,2016,Julia Louis-Dreyfus,Julia Louis-Dreyfus,Nick Jonas,"Julia Louis-Dreyfus hosts SNL for the third time with musical guest Nick Jonas. Sketches include Brooklyn Democratic Debate Cold Open, Julia Louis-Dreyfus 2016 Monologue, Heroin AM, Huge Jewelry, Pool Boy, Cinema Classics with Julia Louis-Dreyfus, New Mercedes, Weekend Update: Charles Barkley and Shaquille O'Neal on Kobe Bryant's Retirement, Weekend Update: Animal Annie, Weekend Update: One-Dimensional Female Character on Screen Time, Who Works Here?, Match.com Event, and God Is a Boob Man.",F,1,Comedian
S41,Ep19,41,19,05/07/2016,2016,Brie Larson,Brie Larson,Alicia Keys,It's the Mother's Day episode and Oscar winner Brie Larson makes her hosting debut. Alicia Keys returns as the musical guest. A special appearance is made by Dana Carvey who reprises his Church Lady character.,F,1,Actor
S41,Ep20,41,20,05/14/2016,2016,Drake,Drake,None,"Drake serves as host for the second time and musical guest. Sketches include Donald Trump/Chris Christie Cold Open, Drake More Than a Meme Monologue, Rental Car, American Ninja Warrior, Dennis Walls & The Cookies, Office Boss with Drake, Weekend Update: Olya Povlatsky on Donald Trump, Weekend Update: Leslie Jones on Following Your Dreams, Weekend Update: Jay Pharoah on Rappers Meeting, Black Jeopardy with Drake, Drake's Beef, and Chaperone.",M,0,Musician
S41,Ep21,41,21,05/21/2016,2016,Fred Armisen,Fred Armisen,Courtney Barnett,"Fred Armisen hosts with musical guest Courtney Barnett. Sketches include Hillary & Bernie Cold Open, Fred Armisen One Man Show Monologue, Expedition, SNL Digital Short: Finest Girl, New Girlfriend, Farewell Mr. Bunting, Weekend Update: Dilma Rousseff on Her Impeachment, Weekend Update: Willie on Summer, Escape Pod, High School Theatre Show with Fred Armisen, and The Harkin Brothers.",M,0,Actor
S42,Ep1,42,1,10/01/2016,2016,Margot Robbie,Margot Robbie,The Weeknd,"Margot Robbie hosts Saturday Night Live with musical guest The Weeknd. Sketches include Donald Trump vs. Hillary Clinton Debate Cold Open, Margot Robbie Monologue, Live Report, The Librarian, Celebrity Family Feud: Political Edition, Weekend Update: Undecided Voter Cathy Anne, Weekend Update: David Ortiz on Yankee Stadium, The Hunch Bunch, Melania Moments, Actress Round Table, and Mr. Robot.",F,1,Actor
S42,Ep2,42,2,10/08/2016,2016,Lin-Manuel Miranda,Lin-Manuel Miranda,Twenty One Pilots,"Lin-Manuel Miranda hosts Saturday Night Live with musical guest Twenty One Pilots. Sketches include VP Debate Cold Open, Lin-Manuel Miranda Monologue, Crucible Cast Party, Substitute Teacher, A Day-Off, Weekend Update: Pete Davidson on Gonig Bald, Weekend Update: Denise McDonough and Doreen Troilo, Wells Fargo Wagon, Diego Calls His Mom, Stranger Things, Melania Moments No. 78: The Dream, and WWII Scene.",M,0,Actor
S42,Ep3,42,3,10/15/2016,2016,Emily Blunt,Emily Blunt,Bruno Mars,"Emily Blunt hosts with musical guest Bruno Mars. Skits include Trump versus Clinton debate, 2 virgins respond to a sex ad, rap song mimicking Trumps women, limo drive-by to Burger King window, Honda robotic demo, and a hamster cage dispute.",F,1,Actor
S42,Ep4,42,4,10/22/2016,2016,Tom Hanks,Tom Hanks,Lady Gaga,"Does not include musical performances or sketches containing licensed music. America's premier sketch-comedy show returns for its 42nd season LIVE from Studio 8H in New York City. This season, the cast includes Vanessa Bayer, Beck Bennett, Aidy Bryant, Michael Che, Pete Davidson, Leslie Jones, Colin Jost, Kate McKinnon, Kyle Mooney, Bobby Moynihan, Cecily Strong, Kenan Thompson, Sasheer Zamata featuring, Mikey Day, Adam Moffat, and Melissa Villaseñor. Check out these selected sketches and segments from each of this season's episodes, so you can make every night a ...",M,0,Actor
S42,Ep5,42,5,11/05/2016,2016,Benedict Cumberbatch,Benedict Cumberbatch,Solange,"Does not include musical performances or sketches containing licensed music. America's premier sketch-comedy show returns for its 42nd season LIVE from Studio 8H in New York City. This season, the cast includes Vanessa Bayer, Beck Bennett, Aidy Bryant, Michael Che, Pete Davidson, Leslie Jones, Colin Jost, Kate McKinnon, Kyle Mooney, Bobby Moynihan, Cecily Strong, Kenan Thompson, Sasheer Zamata featuring, Mikey Day, Adam Moffat, and Melissa Villaseñor. Check out these selected sketches and segments from each of this season's episodes, so you can make every night a ...",M,0,Actor
S42,Ep6,42,6,11/12/2016,2016,Dave Chappelle,Dave Chappelle,A Tribe Called Quest,"America's premier sketch-comedy show returns for its 42nd season LIVE from Studio 8H in New York City. This season, the cast includes Vanessa Bayer, Beck Bennett, Aidy Bryant, Michael Che, Pete Davidson, Leslie Jones, Colin Jost, Kate McKinnon, Kyle Mooney, Bobby Moynihan, Cecily Strong, Kenan Thompson, Sasheer Zamata featuring, Mikey Day, Adam Moffat, and Melissa Villaseñor. Check out these selected sketches and segments from each of this season's episodes, so you can make every night a Saturday Night.",M,0,Comedian
